filename,dc.creator,dc.title,dc.relation.ispartof,dc.publisher,dc.date.issued,dc.description.tableofcontents,dc.subject,dc.subject.lcsh,dc.subject.nalt,dc.description,dc.language,dc.type,dc.format,dc.coverage.spatial,dc.audience
L1758,"Stebbins, Donald D.|| Floyd, Richard L.|| Jones, Lonnie L.",Employment Changes in Extension District 10:  1970-1974.,Leaflet / Texas Agricultural Extension Service; no. 1758.,Texas Agricultural Extension Service,1979,,,,employment|| labor economics|| case studies||,4 pg,,article,,Texas,
L1759,"Stebbins, Donald D.|| Floyd, Richard L.|| Jones, Lonnie L.",Employment Changes in Extension District 11:  1970-1974.,Leaflet / Texas Agricultural Extension Service; no. 1759.,Texas Agricultural Extension Service,1979,,,,employment|| labor economics|| case studies||,4 pg,,article,,Texas,
L1760,"Stebbins, Donald D.|| Floyd, Richard L.|| Jones, Lonnie L.",Employment Changes in Extension District 12:  1970-1974.,Leaflet / Texas Agricultural Extension Service; no. 1760.,Texas Agricultural Extension Service,1979,,,,employment|| labor economics|| case studies||,4 pg,,article,,Texas,
L1761,"Stebbins, Donald D.|| Floyd, Richard L.|| Jones, Lonnie L.",Employment Changes in Extension District 13:  1970-1974.,Leaflet / Texas Agricultural Extension Service; no. 1761.,Texas Agricultural Extension Service,1979,,,,employment|| labor economics|| case studies||,4 pg,,article,,Texas,
L1762,"Stebbins, Donald D.|| Floyd, Richard L.|| Jones, Lonnie L.",Employment Changes in Extension District 14:  1970-1974.,Leaflet / Texas Agricultural Extension Service; no. 1762.,Texas Agricultural Extension Service,1979,,,,employment|| labor economics|| case studies||,4 pg,,article,,Texas,
L1763,"Seaman, Pat Bradshaw",Decorating for Energy Efficiency.,Leaflet / Texas Agricultural Extension Service; no. 1763.,Texas Agricultural Extension Service,1979,,,,energy efficiency|| interior design||,6 pg,,article,,Texas,
L1764,"Klussman, Wallace|| Ramsey, Charles W.",Poisonous Snakes of Texas.,Leaflet / Texas Agricultural Extension Service; no. 1764.,Texas Agricultural Extension Service,1979,,,,snakes|| animal characteristics|| snake bites||,12 pg,,article,,Texas,
L1765,Anonymous,Marine Advisory Program.,Leaflet / Texas Agricultural Extension Service; no. 1765.,Texas Agricultural Extension Service,1979,,,,marine science|| seafoods|| ,5 pg,,article,,Texas,
L1767,"Thornberry, Fredrick D.",Improve Efficiencies in Egg Production.,Leaflet / Texas Agricultural Extension Service; no. 1767.,Texas Agricultural Extension Service,1979,,,,egg production|| eggs|| loss prevention||,2 pg,,article,,Texas,
L1768,"Wolf, Kenneth",Employee Incentive Pay.,Leaflet / Texas Agricultural Extension Service; no. 1768.,Texas Agricultural Extension Service,1979,,,,human resources|| wages and remuneration|| ,2 pg,,article,,Texas,
L1770,"Hargis, Phillip H.",Estimated Costs and Returns of Contract Broiler Production in Texas.,Leaflet / Texas Agricultural Extension Service; no. 1770.,Texas Agricultural Extension Service,1984,,,,broilers|| poultry production|| costs and returns||,4 pg,,article,,Texas,
L1772,"Stewart, B. R.|| Fowler, John|| Bradley, John",Gas Brooder Maintenance.,Leaflet / Texas Agricultural Extension Service; no. 1772.,Texas Agricultural Extension Service,1979,,,,brooders|| poultry production|| ,4 pg,,article,,Texas,
L1773,"Thornberry, Fredrick D.",Production Practices Affect Eggshell Quality.,Leaflet / Texas Agricultural Extension Service; no. 1773.,Texas Agricultural Extension Service,1979,,,,egg production|| egg shell quality|| ,4 pg,,article,,Texas,
L1777,Anonymous,Keeping Records; What to Discard.,Leaflet / Texas Agricultural Extension Service; no. 1777.,Texas Agricultural Extension Service,1980,,,,bookkeeping|| family resource management|| ,4 pg,,article,,Texas,
L1778,"Johnson, S. K.",Pond Management:  Oxygen in Fish Culture Ponds.,Leaflet / Texas Agricultural Extension Service; no. 1778.,Texas Agricultural Extension Service,1980,,,,ponding (water management)|| fish ponds|| oxygen requirement|| ,12 pg,,article,,Texas,
L1779,"Jackman, J. A.|| Bowling C. C.",Soybean Insect Control Suggestions.,Leaflet / Texas Agricultural Extension Service; no. 1779.,Texas Agricultural Extension Service,1980,,,,soybeans|| crop production|| insect control|| control methods|| ,11 pg,,article,,Texas,
L1779,"Jackman, J. A.|| Bowling C. C.|| Drees, B. M.",Soybean Insect Control Suggestions.,Leaflet / Texas Agricultural Extension Service; no. 1779.,Texas Agricultural Extension Service,1982,,,,soybeans|| crop production|| insect control|| control methods|| ,10 pg,,article,,Texas,
L1779,"Dreese, B. M.",Soybean Insect Control Suggestions.,Leaflet / Texas Agricultural Extension Service; no. 1779.,Texas Agricultural Extension Service,1983,,,,soybeans|| crop production|| insect control|| control methods|| ,14 pg,,article,,Texas,
L1780,"Jackson, Ben D. Hickman, Clifford D.|| Balackburn, Wilbert H.|| Waltersheidt, Michael J.",Water Quality Guidelines for East Texas Timber Producers.,Leaflet / Texas Agricultural Extension Service; no. 1780.,Texas Agricultural Extension Service,1981,,,,water quality|| timber production|| pollution control||,4 pg,,article,,Texas,
L1781,"Hamman, Philip J.|| Owens, John M.",Subterranean Termites.,Leaflet / Texas Agricultural Extension Service; no. 1781.,Texas Agricultural Extension Service,1982,,,,subterranean termites|| pest control|| termite control||,6 pg,,article,,Texas,
L1781,"Hamman, Philip J.",Subterranean Termites.,Leaflet / Texas Agricultural Extension Service; no. 1781.,Texas Agricultural Extension Service,1985,,,,subterranean termites|| pest control|| termite control||,6 pg,,article,,Texas,
L1794,"Saunders, Becky",Water Repellent Fabrics Look All Sewn Up.,Leaflet / Texas Agricultural Extension Service; no. 1794.,Texas Agricultural Extension Service,1980,,,,water repellent finishes|| fabrics|| clothing construction||,4 pg,,article,,Texas,
L1795,"Knoop, W. E.|| Duble, R. L.",Hydromulching--A Method of Lawn Establishment.,Leaflet / Texas Agricultural Extension Service; no. 1795.,Texas Agricultural Extension Service,1980,,hydromulching|| ,,mulching|| turf management|| ,2 pg,,article,,Texas,
L1796,"Longbrake, Tom|| Parsons, Jerry|| Roberts, Roland|| Cotner, Sam|| Sikes Vernon",Keys to Profitable Cabbage Production.,Leaflet / Texas Agricultural Extension Service; no. 1796.,Texas Agricultural Extension Service,1980,,,,crop production|| cabbage|| fertilizers|| site preparation|| seed quality|| harvesting|| weed control|| ,4 pg,,article,,Texas,
L1797,"Mellor, David B.|| Denton, James H.",Boneless Breast of Chicken.,Leaflet / Texas Agricultural Extension Service; no. 1797.,Texas Agricultural Extension Service,1980,,,,chicken meat|| food preparation|| ,4 pg,,article,,Texas,
L1797,"Mellor, David B.|| Denton, James H.",Boneless Breast of Chicken.,Leaflet / Texas Agricultural Extension Service; no. 1797.,Texas Agricultural Extension Service,1987,,,,chicken meat|| food preparation|| ,2 pg,,article,,Texas,
L1798,"Mellor, David B.|| Denton, James H.",Chicken Cut-Up:  Family Style.,Leaflet / Texas Agricultural Extension Service; no. 1798.,Texas Agricultural Extension Service,1980,,,,chicken meat|| food preparation|| ,4 pg,,article,,Texas,
L1799,"Mellor, David B.|| Denton, James H.",Chicken Cut-Up:  Commercial Style.,Leaflet / Texas Agricultural Extension Service; no. 1799.,Texas Agricultural Extension Service,1980,,,,chicken meat|| food preparation|| ,4 pg,,article,,Texas,
L1801,"Knoop, W. E.|| Duble, R. L.",Energy Conservation in Home Lawn Care.,Leaflet / Texas Agricultural Extension Service; no. 1801.,Texas Agricultural Extension Service,1980,,,,energy conservation|| turf management|| ,2 pg,,article,,Texas,
L1802,"Hamman, Philip J.",Bagworms.,Leaflet / Texas Agricultural Extension Service; no. 1802.,Texas Agricultural Extension Service,1980,,,,bagworms|| pest control|| ,2 pg,,article,,Texas,
L1805,"Sikes, Vernon R.|| McCraw, Dean|| Longbrake, Tom|| Cotner, Sam|| Peavy, Bill",Keys to Profitable Okra Production for Food and Seed.,Leaflet / Texas Agricultural Extension Service; no. 1805.,Texas Agricultural Extension Service,1980,,,,crop production|| okra|| fertilizer application|| site preparation|| harvesting|| control methods||,4 pg,,article,,Texas,
L1806,"Sweeten, Mary K.",Dental Caries and Nutrition.,Leaflet / Texas Agricultural Extension Service; no. 1806.,Texas Agricultural Extension Service,1981,,,,dental caries|| nutrition|| hygiene|| teeth||,4 pg,,article,,Texas,
L1807,"Stayton, Charles L.",When Does it Pay to Burn Wood?,Leaflet / Texas Agricultural Extension Service; no. 1807.,Texas Agricultural Extension Service,1980,,,,fuelwood|| fires|| energy efficiency||,4 pg,,article,,Texas,
L1808,"Holloway, Rodney L.",Sampling for Adult Pecan Weevils in Texas.,Leaflet / Texas Agricultural Extension Service; no. 1808.,Texas Agricultural Extension Service,1980,,,,Curculio caryae|| animal behavior|| pest control||,4 pg,,article,,Texas,
L1809,"Leser, James F.",Crickets.,Leaflet / Texas Agricultural Extension Service; no. 1809.,Texas Agricultural Extension Service,1980,,,,Gryllidae|| life cycle|| insect control|| pest control||,2 pg,,article,,Texas,
L1810,"Hamman, Philip J.|| Neeb, Charles W.",Cicadas.,Leaflet / Texas Agricultural Extension Service; no. 1810.,Texas Agricultural Extension Service,1980,,,,life cycle|| insect control|| pest control|| Cicadidae,2 pg,,article,,Texas,
L1813,"Kahil, Michel E.|| Sweeten, Mary K.",Hypoglucemia (Low Blood Sugar) and Good Nutrition.,Leaflet / Texas Agricultural Extension Service; no. 1813.,Texas Agricultural Extension Service,1980,,,,hypoglycemia|| nutrition|| meal planning||,2 pg,,article,,Texas,
L1814,"McNeill, John W.|| Grooms, Randall",Information for Extension Educational Programs on the Texas Bovine Brucellosis Regulations:  Class B Control Area.,Leaflet / Texas Agricultural Extension Service; no. 1814.,Texas Agricultural Extension Service,1980,,,,bovine brucellosis|| extension education|| laws and regulations||,3 pg,,article,,Texas,
L1815,"McNeill, John W.|| Grooms, Randall",Information for Extension Educational Programs on the Texas Bovine Brucellosis Regulations:  Class A Control Area.,Leaflet / Texas Agricultural Extension Service; no. 1815.,Texas Agricultural Extension Service,1980,,,,bovine brucellosis|| extension education|| laws and regulations||,3 pg,,article,,Texas,
L1817,"Edwards, Richard A.|| Thornberry, Fredrick D.",An Economic Analysis of Contract Egg Production.,Leaflet / Texas Agricultural Extension Service; no. 1817.,Texas Agricultural Extension Service,1980,,,,egg production|| economic analysis|| ,2 pg,,article,,Texas,
L1818,"Piernot, Bonnie L.",What's My Financial Health?,Leaflet / Texas Agricultural Extension Service; no. 1818.,Texas Agricultural Extension Service,1980,,,,finance|| accounting|| costs and returns|| ,4 pg,,article,,Texas,
L1820,Anonymous,Choosing a Lot for Your Home.,Leaflet / Texas Agricultural Extension Service; no. 1820.,Texas Agricultural Extension Service,1984,,real estate|| ,,land||,2 pg,,article,,Texas,
L1821,"Welch, C. D.|| Gray, Carl|| Pennington, H. Dale|| Dorsett, Donald J.","Soil, Water and Forage Analysis Laboratory Services.",Leaflet / Texas Agricultural Extension Service; no. 1821.,Texas Agricultural Extension Service,1980,,,,extension programs|| soil analysis|| water analysis|| forage|| ,4 pg,,article,,Texas,
L1822,"Welch, C. D.|| Gray, Carl",Soil Acidity and Liming.,Leaflet / Texas Agricultural Extension Service; no. 1822.,Texas Agricultural Extension Service,1980,,,,soil pH|| liming|| soil management|| ,4 pg,,article,,Texas,
L1824,"Sammons, Ray",Microcomputers for the Farm and Ranch.,Leaflet / Texas Agricultural Extension Service; no. 1824.,Texas Agricultural Extension Service,1981,,,,microcomputers|| farm management|| farm records||,4 pg,,article,,Texas,
L1825,"Hooge, D. M.|| Thornberry, F. D.|| Krueger, W. F.|| Creger, C. R.",Keys to Profitable Management of Broiler Breeders.,Leaflet / Texas Agricultural Extension Service; no. 1825.,Texas Agricultural Extension Service,1981,,,,broilers|| broiler breeders|| poultry production||,4 pg,,article,,Texas,
L1829,"Jackman, John A.",Cankerworms.,Leaflet / Texas Agricultural Extension Service; no. 1829.,Texas Agricultural Extension Service,1981,,,,Alsophila pometaria|| pest control|| ,2 pg,,article,,Texas,
L1831,Anonymous,The Hassle-Free Guide to a Better Diet.,Leaflet / Texas Agricultural Extension Service; no. 1831.,Texas Agricultural Extension Service,1981,,,,diet|| nutrition|| food groups|| ,7 pg,,article,,Texas,
L1832,"Denton, James H.",Maintaining Egg Quality Through Processing and Distribution.,Leaflet / Texas Agricultural Extension Service; no. 1832.,Texas Agricultural Extension Service,1981,,,,egg production|| egg quality|| food processing|| food transport||,2 pg,,article,,Texas,
L1837,"Wade, Dale A.|| Connolly, Guy E.",Coyote Predation on a Texas Goat Ranch.,Leaflet / Texas Agricultural Extension Service; no. 1837.,Texas Agricultural Extension Service,1981,,,,Canis latrans|| predation|| goats|| control methods||,5 pg,,article,,Texas,
L1839,"Welch, Tommy G.",Mixing Instructions for Liquid Herbicides.,Leaflet / Texas Agricultural Extension Service; no. 1839.,Texas Agricultural Extension Service,1981,,,,herbicides|| weed control|| oil water interface|| emulsions||,2 pg,,article,,Texas,
L1841,"Stiffler, Dennis M.|| Smith, Gary C.|| Murphey, Charles E.|| Orts, Frank A.|| Carpenter, Zerle L.",USDA Beef Carcass Grades:  Purpose and Application.,Leaflet / Texas Agricultural Extension Service; no. 1841.,Texas Agricultural Extension Service,1981,,,,beef carcasses|| carcass grading|| meat grades|| ,4 pg,,article,,Texas,
L1841,"Hale, D. S.|| Cross, H. R.|| Savell, J. W.|| Smith, G. C.",USDA Beef Carcass Grades:  Purpose and Application.,Leaflet / Texas Agricultural Extension Service; no. 1841.,Texas Agricultural Extension Service,1988,,,,beef carcasses|| carcass grading|| meat grades|| ,4 pg,,article,,Texas,
L1842,Anonymous,A Computerized Market for Feeder Cattle.,Leaflet / Texas Agricultural Extension Service; no. 1842.,Texas Agricultural Extension Service,1981,,,,computers|| feeder cattle|| marketing||,6 pg,,article,,Texas,
L1843,"Hanselka, C. Wayne",Improving Gulf Cordgrass Range.,Leaflet / Texas Agricultural Extension Service; no. 1843.,Texas Agricultural Extension Service,1981,,,,Spartina anglica|| range management|| ,4 pg,,article,,Texas,
L1844,"Wagner, Jr., Al B.",Understanding Organic/Natural Foods.,Leaflet / Texas Agricultural Extension Service; no. 1844.,Texas Agricultural Extension Service,1981,,,,organic foods|| nutritive value||,2 pg,,article,,Texas,
L1845,"Landers, Jr., R. Q.|| Ueckert, Darrell|| Merrill, Leo B.",Managing Bitterweed to Reduce Sheep Losses.,Leaflet / Texas Agricultural Extension Service; no. 1845.,Texas Agricultural Extension Service,1981,,bitterweed||,,sheep|| poisonous plants|| weed control||,2 pg,,article,,Texas,
L1845,"Landers, Jr., R. Q.|| Ueckert, Darrell",Managing Bitterweed to Reduce Sheep Losses.,Leaflet / Texas Agricultural Extension Service; no. 1845.,Texas Agricultural Extension Service,1985,,bitterweed||,,sheep|| poisonous plants|| weed control||,2 pg,,article,,Texas,
L1846,Anonymous,Guía Fácil para Una Mejor Dieta sin Problemas.,Leaflet / Texas Agricultural Extension Service; no. 1846.,Texas Agricultural Extension Service,1980,,,,dieta|| nutrición|| grupos alimentarios||,7 pg,,article,,Texas,
L1847,"Welch, Tommy G.",How to Avoid Poison Ivy.,Leaflet / Texas Agricultural Extension Service; no. 1847.,Texas Agricultural Extension Service,1981,,poison ivy||,,poisonous plants|| herbicides||,2 pg,,article,,Texas,
L1847,"Welch, Tommy G.",How to Avoid Poison Ivy.,Leaflet / Texas Agricultural Extension Service; no. 1847.,Texas Agricultural Extension Service,1986,,poison ivy||,,poisonous plants|| herbicides||,2 pg,,article,,Texas,
L1847,"Welch, Tommy G.",How to Avoid Poison Ivy.,Leaflet / Texas Agricultural Extension Service; no. 1847.,Texas Agricultural Extension Service,1993,,poison ivy||,,poisonous plants|| herbicides||,2 pg,,article,,Texas,
L1849,"Brick, Robert W.|| Davis, James T.",Farming Freshwater Shrimp.,Leaflet / Texas Agricultural Extension Service; no. 1849.,Texas Agricultural Extension Service,1981,,,,shrimp|| aquaculture|| feeding|| ,4 pg,,article,,Texas,
L1850,"Dreesen, Alan D.|| O'Laughlin, Jay",Growing Timber as an Investment.,Leaflet / Texas Agricultural Extension Service; no. 1850.,Texas Agricultural Extension Service,1982,,,,timber production|| investment|| investment planning||,6 pg,,article,,Texas,
L1852,Anonymous,Planning the Exterior.,Leaflet / Texas Agricultural Extension Service; no. 1852.,Texas Agricultural Extension Service,1981,,exterior design||,,home improvement|| home furnishings|| ,3 pg,,article,,Texas,
L1853,"Young, Sue","Planning Your Kitchen, Bathroom and Garage.",Leaflet / Texas Agricultural Extension Service; no. 1853.,Texas Agricultural Extension Service,1981,,,,home improvement|| home furnishings|| interior design|| ,3 pg,,article,,Texas,
L1854,"Young, Sue",Energy-Saving Features.,Leaflet / Texas Agricultural Extension Service; no. 1854.,Texas Agricultural Extension Service,1981,,,,energy conservation|| home improvement|| home maintenance||,3 pg,,article,,Texas,
L1855,"Young, Sue",Your Heating and Cooling System.,Leaflet / Texas Agricultural Extension Service; no. 1855.,Texas Agricultural Extension Service,1981,,,,heating systems|| cooling|| home maintenance||,3 pg,,article,,Texas,
L1856,Anonymous,Introducing…The Industrial Impact Model.,Leaflet / Texas Agricultural Extension Service; no. 1856.,Texas Agricultural Extension Service,1981,,,,econometric models|| industrialization|| ,6 pg,,article,,Texas,
L1857,"Armstrong, James M.",Health Practices for Show Calves.,Leaflet / Texas Agricultural Extension Service; no. 1857.,Texas Agricultural Extension Service,1981,,,,calves|| disease prevention|| parasites||,4 pg,,article,,Texas,
L1859,"Walla, Walter J.",Cotton Root Rot.,Leaflet / Texas Agricultural Extension Service; no. 1859.,Texas Agricultural Extension Service,1981,,,,cotton|| root rot|| signs and symptoms (plants)|| control methods||,4 pg,,article,,Texas,
L1860,"Sweeten, John M.|| Fulhage, Charles|| Humenik, Frank J.",Methane Gas from Swine Manure.,Leaflet / Texas Agricultural Extension Service; no. 1860.,Texas Agricultural Extension Service,1981,,,,methane|| animal waste management|| swine||,4 pg,,article,,Texas,
L1861,"Welch, C. D.|| Gray, Carl|| Pratt, J. Neal",Phosphorus and Potassium Fertilization for Coastal Bermudagrass Hay Production in East Texas.,Leaflet / Texas Agricultural Extension Service; no. 1861.,Texas Agricultural Extension Service,1981,,,,phosphorus fertilizers|| potassium fertilizers|| fertilizer application|| Cynodon dactylon|| hay||,4 pg,,article,,Texas,
L1862,"Menges, Terry|| Larsen, John E.|| Cotner, Samuel|| Roberts, Roland|| McCraw, B. Dean|| Longbrake, Thomas",Keys to Profitable Southern Pea Production.,Leaflet / Texas Agricultural Extension Service; no. 1862.,Texas Agricultural Extension Service,1981,,,,cowpeas|| crop production|| plant cultural practices|| site preparation|| fertilizers|| harvesting|| irrigation|| weed control||,4 pg,,article,,Texas,
L1863,"Stickney, Robert R.|| Davis, James T.",Tilapia Culture.,Leaflet / Texas Agricultural Extension Service; no. 1863.,Texas Agricultural Extension Service,1981,,,,aquaculture|| tilapia (common name)|| fish culture||,2 pg,,article,,Texas,
L1864,"Lock, Joe|| Davis, James",Liming Farm Fish Ponds in East Texas.,Leaflet / Texas Agricultural Extension Service; no. 1864.,Texas Agricultural Extension Service,1981,,,,liming|| aquaculture|| fish ponds|| ,2 pg,,article,,Texas,
L1865,"Duble, Richard L.|| Novosad, A. C.",Turfgrasses for Texas Lawns.,Leaflet / Texas Agricultural Extension Service; no. 1865.,Texas Agricultural Extension Service,1981,,,,turf management|| turf grasses|| varieties||,4 pg,,article,,Texas,
L1867,"Dean, Rob|| Steinbach, Don W.",Endangered Marine Turtles of the Gulf Coast.,Leaflet / Texas Agricultural Extension Service; no. 1867.,Texas Agricultural Extension Service,1981,,,,endangered species|| sea turtles|| ,6 pg,,article,,Texas,
L1869,"Diamond, Joseph E.",Shift-Share Analysis for Measurement of County Economic Development in Texas.,Leaflet / Texas Agricultural Extension Service; no. 1869.,Texas Agricultural Extension Service,1982,,shift-share analysis||,,economic development|| case studies||,4 pg,,article,,Texas,
L1874,"Sweeten, Mary K.",Food Safety Chart.,Leaflet / Texas Agricultural Extension Service; no. 1874.,Texas Agricultural Extension Service,1981,,,,food safety|| foodborne illnesses|| ,3 pg,,article,,Texas,
L1876,"Holloway, Rodney L.",The Peachtree Borer.,Leaflet / Texas Agricultural Extension Service; no. 1876.,Texas Agricultural Extension Service,1981,,,,peaches|| Synanthedon exitiosa|| life cycle|| pest control||,2 pg,,article,,Texas,
L1877,"Davis, James T.|| Rowland, Barbara",Selecting Crawfish for Cooking.,Leaflet / Texas Agricultural Extension Service; no. 1877.,Texas Agricultural Extension Service,1981,,,,crayfish|| cooking|| nutritive value|| ,2 pg,,article,,Texas,
L1878a,"Klinefelter, Danny",Financial Record Book.,Leaflet / Texas Agricultural Extension Service; no. 1878a.,Texas Agricultural Extension Service,1992,,,,farm records||,2 pg,,article,,Texas,
L1878b,Anonymous,A Financial Record Book for the Agricultural Producer.,Leaflet / Texas Agricultural Extension Service; no. 1878b.,Texas Agricultural Extension Service,1992,,,,farm records|| bookkeeping||,2 pg,,article,,Texas,
L1879,Anonymous,Operation Identification:  A Citizen Participation Program to Prevent Burglary.,Leaflet / Texas Agricultural Extension Service; no. 1879.,Texas Agricultural Extension Service,1981,,,,crime prevention|| ,7 pg,,article,,Texas,
L1880,Anonymous,Safe and Sound:  A Crime Prevention Guide to Home Security.,Leaflet / Texas Agricultural Extension Service; no. 1880.,Texas Agricultural Extension Service,1981,,,,crime prevention|| home safety||,8 pg,,article,,Texas,
L1880,Anonymous,Safe and Sound:  A Crime Prevention Guide to Home Security.,Leaflet / Texas Agricultural Extension Service; no. 1880.,Texas Agricultural Extension Service,1983,,,,crime prevention|| home safety||,8 pg,,article,,Texas,
L1881,Anonymous,Understanding Credit Costs.,Leaflet / Texas Agricultural Extension Service; no. 1881.,Texas Agricultural Extension Service,1982,,,,credit|| costs and returns|| ,6 pg,,article,,Texas,
L1882,Anonymous,Deciding When to Use Credit.,Leaflet / Texas Agricultural Extension Service; no. 1882.,Texas Agricultural Extension Service,1982,,,,credit|| finance||,6 pg,,article,,Texas,
L1883,Anonymous,When You Apply for Credit.,Leaflet / Texas Agricultural Extension Service; no. 1883.,Texas Agricultural Extension Service,1982,,,,credit|| finance||,5 pg,,article,,Texas,
L1884,Anonymous,What is Credit?,Leaflet / Texas Agricultural Extension Service; no. 1884.,Texas Agricultural Extension Service,1982,,,,credit|| finance||,4 pg,,article,,Texas,
L1885,Anonymous,Using Credit Cards.,Leaflet / Texas Agricultural Extension Service; no. 1885.,Texas Agricultural Extension Service,1982,,,,credit|| finance||,4 pg,,article,,Texas,
L1886,Anonymous,Borrowing Money.,Leaflet / Texas Agricultural Extension Service; no. 1886.,Texas Agricultural Extension Service,1982,,,,credit|| finance|| loans||,6 pg,,article,,Texas,
L1887,Anonymous,Handling Credit Problems.,Leaflet / Texas Agricultural Extension Service; no. 1887.,Texas Agricultural Extension Service,1982,,,,credit|| finance||,6 pg,,article,,Texas,
L1888,Anonymous,Buying on the Installment Plan.,Leaflet / Texas Agricultural Extension Service; no. 1888.,Texas Agricultural Extension Service,1982,,,,credit|| finance|| loans||,6 pg,,article,,Texas,
L1889,"Duble, Richard L.",Lawn Establishment.,Leaflet / Texas Agricultural Extension Service; no. 1889.,Texas Agricultural Extension Service,1982,,,,turf management|| lawns and turf|| fertilizer application||,4 pg,,article,,Texas,
L1890,"Stayton, Charles L.",Selecting a Wood-Burning Stove.,Leaflet / Texas Agricultural Extension Service; no. 1890.,Texas Agricultural Extension Service,1981,,,,cooking stoves|| wood|| combustion|| ,6 pg,,article,,Texas,
L1891,Anonymous,Operating Income.,Leaflet / Texas Agricultural Extension Service; no. 1891.,Texas Agricultural Extension Service,1982,,,,farm records|| bookkeeping||,2 pg,,article,,Texas,
L1892,Anonymous,Operating Expenses.,Leaflet / Texas Agricultural Extension Service; no. 1892.,Texas Agricultural Extension Service,1982,,,,farm records|| bookkeeping||,2 pg,,article,,Texas,
L1893,Anonymous,Expense for Hired Labor.,Leaflet / Texas Agricultural Extension Service; no. 1893.,Texas Agricultural Extension Service,1982,,,,farm records|| bookkeeping||,2 pg,,article,,Texas,
L1894,Anonymous,Notes Payable.,Leaflet / Texas Agricultural Extension Service; no. 1894.,Texas Agricultural Extension Service,1982,,,,farm records|| bookkeeping||,2 pg,,article,,Texas,
L1895,Anonymous,Capital Item Purchases.,Leaflet / Texas Agricultural Extension Service; no. 1895.,Texas Agricultural Extension Service,1982,,,,farm records|| bookkeeping||,2 pg,,article,,Texas,
L1896,Anonymous,Family Living and Personal.,Leaflet / Texas Agricultural Extension Service; no. 1896.,Texas Agricultural Extension Service,1982,,,,farm records|| bookkeeping|| family resource management||,2 pg,,article,,Texas,
L1897a,Anonymous,Cash Flow Summary.,Leaflet / Texas Agricultural Extension Service; no. 1897a.,Texas Agricultural Extension Service,1982,,,,farm records|| bookkeeping||,2 pg,,article,,Texas,
L1897b,Anonymous,Monthly Totals.,Leaflet / Texas Agricultural Extension Service; no. 1897b.,Texas Agricultural Extension Service,1982,,,,farm records|| bookkeeping||,2 pg,,article,,Texas,
L1898,Anonymous,Inventory-Crops and Supplies.,Leaflet / Texas Agricultural Extension Service; no. 1898.,Texas Agricultural Extension Service,1982,,,,farm records|| bookkeeping||,2 pg,,article,,Texas,
L1899,Anonymous,Field Treatment and Performance Record.,Leaflet / Texas Agricultural Extension Service; no. 1899.,Texas Agricultural Extension Service,1982,,,,farm records|| bookkeeping||,2 pg,,article,,Texas,
L1900,Anonymous,Controlling Rats and Mice with Anticoagulants.,Leaflet / Texas Agricultural Extension Service; no. 1900.,Texas Agricultural Extension Service,1981,,,,rodent control|| baits|| mice|| rats|| anticoagulants||,2 pg,,article,,Texas,
L1900,Anonymous,Controlling Rats and Mice with Anticoagulants.,Leaflet / Texas Agricultural Extension Service; no. 1900.,Texas Agricultural Extension Service,1983,,,,rodent control|| baits|| mice|| rats|| anticoagulants||,2 pg,,article,,Texas,
L1900s,"Galvan, Noemi Ethel",Como Controlar Ratas y Ratones Con Anticoagulantes.,Leaflet / Texas Agricultural Extension Service; no. 1900s.,Texas Agricultural Extension Service,1988,,,,control de roedores|| cebos|| ratones|| ratas|| anticoagulantes||,2 pg,,article,,Texas,
L1903,"Yeary, Michael L.",Controlling Prairie Dog Damage.,Leaflet / Texas Agricultural Extension Service; no. 1903.,Texas Agricultural Extension Service,1982,,,,Cynomys|| pest control|| rodent control||,2 pg,,article,,Texas,
L1907s,"Liles, Rhonda|| Galvan, Noemi Ethel",Controlar el Daño Hecho por Los Tacuaches.,Leaflet / Texas Agricultural Extension Service; no. 1907s.,Texas Agricultural Extension Service,1988,,,,zarigüeya|| control de pagas|| ,2 pg,,article,,Texas,
L1916,"Stean, Theresa",Control of Rats and Mice.,Leaflet / Texas Agricultural Extension Service; no. 1916.,Texas Agricultural Extension Service,1992,,,,rodent control|| baits|| mice|| rats|| rodenticides||,4 pg,,article,,Texas,
L1916s,"Stean, Theresa|| Galvan, Noemi Ethel",El Control de Ratas y Ratones.,Leaflet / Texas Agricultural Extension Service; no. 1916s.,Texas Agricultural Extension Service,1988,,,,control de roedores|| cebos|| ratones|| ratas|| rodenticidas||,4 pg,,article,,Texas,
L2001,Anonymous,Rape:  Ideas for Self Protection.,Leaflet / Texas Agricultural Extension Service; no. 2001.,Texas Agricultural Extension Service,1981,,rape||,,crime prevention|| ,8 pg,,article,,Texas,
L2002,"Walla, Walter J.|| Bird, Luther S.",The Cotton Seedling Disease Complex and its Control.,Leaflet / Texas Agricultural Extension Service; no. 2002.,Texas Agricultural Extension Service,1981,,,,cotton|| seedling diseases|| disease control||,4 pg,,article,,Texas,
L2003,"Hanselka, C. Wayne|| Mayeux, H. S.|| Martinez, Edmundo",Ecology and Control of Goldenweeds.,Leaflet / Texas Agricultural Extension Service; no. 2003.,Texas Agricultural Extension Service,1981,,,,weed control|| brush control|| ,4 pg,,article,,Texas,
